order_id,note_date,investigated_by,root_cause,resolution_status
e72e5c3d6b68cd8c81559186a0ebc58f,2017-12-29,Lee,Weather-related transit delay,resolved
e7e4ea34d176d9efab560f0db16925fb,2017-12-12,Brenda,Address/zip code issue caused redelivery,escalated_to_seller
7bec0ef2b65e6c75fc082d823d0a59ca,2018-02-05,Shawn,Address/zip code issue caused redelivery,resolved
d5c99387bb0975f7fd307eab0b02bd63,2018-03-30,Kevin,No root cause identified - isolated incident,escalated_to_seller
0312ecf90786def87f98aa19e0e0ce63,2017-05-15,Laura,No root cause identified - isolated incident,escalated_to_seller
5347a99b50c4d33d2959dcce4e19641c,2018-07-11,Holly,Warehouse stock discrepancy at seller,resolved
4feee8fcafe1dcf0006704a808e7e02c,2018-05-06,John,Carrier delay - regional logistics disruption,escalated_to_seller
c9653cca1e27f0816402332712a4c87f,2017-12-13,Autumn,Warehouse stock discrepancy at seller,resolved
b1d94cc304c782edf6cef462ee68c90c,2017-10-07,Alicia,No root cause identified - isolated incident,resolved
c1ecc15bc30548ecad160437f07df801,2018-05-15,Nancy,Carrier delay - regional logistics disruption,unresolved
21dc00cebbf91043aad476465c49c42f,2018-05-25,Jessica,Seller shipped late (missed shipping_limit_date),escalated_to_seller
4df371955120c03af473cf4160cb6c65,2018-09-04,Keith,Address/zip code issue caused redelivery,resolved
45e4d1d16d017409456807846ea959e9,2018-01-15,Tina,Address/zip code issue caused redelivery,resolved
ba1d49ebc63a5776178f2b7ae10f0fae,2017-12-26,David,Weather-related transit delay,resolved
2982a4a9b9ff0bf9a4f5b88a45a6fa67,2017-03-20,Robert,Customs/regional holiday delay,unresolved
b2673ed6360dc341a4728dbd632f935b,2018-07-13,Katherine,Carrier delay - regional logistics disruption,resolved
4dcff73972e49b77fcb010749fb5433e,2018-03-01,Edwin,Seller shipped late (missed shipping_limit_date),resolved
cdcdd974adb1606df89687f10cf130eb,2017-12-07,Tracy,Warehouse stock discrepancy at seller,escalated_to_seller
50bb0c134ee3365dd06e13da6cda15fe,2018-01-20,Benjamin,Seller shipped late (missed shipping_limit_date),escalated_to_seller
07e8c8c7545c3cf6386eaf464b1e8365,2018-08-23,Elizabeth,No root cause identified - isolated incident,escalated_to_seller
dd6ce2ca4b4f2f7b5698be76252d4c8e,2017-06-30,Kathy,Seller shipped late (missed shipping_limit_date),unresolved
afc652a59f20b96fbf7c8e5bb1a6c1f1,2018-03-09,Ashley,Seller shipped late (missed shipping_limit_date),resolved
80a65b64ff5b2a3d831d8764ec4b17f0,2017-12-04,Nancy,Address/zip code issue caused redelivery,unresolved
6cdda2ce8bf249e40f1a4a75b9fdef0d,2018-08-27,Lee,Address/zip code issue caused redelivery,resolved
aa0bc25a48a3d53cc009df13ed116b23,2018-04-04,Heather,Address/zip code issue caused redelivery,unresolved
936a199847ccb47438d3ae454d5e18d1,2018-02-13,Brooke,Carrier delay - regional logistics disruption,escalated_to_seller
9450a19a745c16784964ea86003dc665,2018-08-23,Bethany,Customs/regional holiday delay,unresolved
a7d5e53a5efe34103e6b5b67c497c2fa,2018-02-27,Stephen,Customs/regional holiday delay,resolved
b8752fc264f1692031237bb715061cc4,2018-03-09,Mary,No root cause identified - isolated incident,resolved
55101b36a58251926b6cbfdb540c0461,2018-06-02,Shirley,Address/zip code issue caused redelivery,unresolved
79310e415e87a7c31dde5926215d3469,2017-07-03,Thomas,Seller shipped late (missed shipping_limit_date),unresolved
fd607d0a02cb276bc764a15f80f0423f,2018-08-16,Elizabeth,Weather-related transit delay,resolved
b302801106ed1f5eb6f08ccdae6fea99,2017-07-25,Bruce,Address/zip code issue caused redelivery,resolved
dc32acbe8d41196887e5d7ac6c2972bd,2018-03-24,Jacqueline,Customs/regional holiday delay,escalated_to_seller
2ebedf24a4ee36078226242023978247,2017-12-23,Deborah,Address/zip code issue caused redelivery,resolved
43744ad15fef908c8dfcbd7fec0d786e,2017-12-05,Victoria,Carrier delay - regional logistics disruption,escalated_to_seller
d60f3552bae079e5ca539727400d118e,2017-12-17,Lynn,Warehouse stock discrepancy at seller,escalated_to_seller
d9d8b7f0a98d33f05df5fce9f376aad8,2017-06-07,Justin,Carrier delay - regional logistics disruption,escalated_to_seller
58207f7c0efe1d999163cf9f30042830,2018-09-11,Paul,No root cause identified - isolated incident,escalated_to_seller
241eaf5ff29c3e08e2efc61f6f87e44b,2018-08-21,Elizabeth,Seller shipped late (missed shipping_limit_date),resolved
b44d57df8658ffbfb846852cee8d87d2,2017-12-17,Andrew,Seller shipped late (missed shipping_limit_date),resolved
72ac5a7945d55c3fd45160f365353fae,2018-08-26,Steven,Weather-related transit delay,resolved
17295d6651c53865e020aa846be5ce3f,2018-08-28,Gary,No root cause identified - isolated incident,escalated_to_seller
203acfb176ad05fd52bc951bd747ad91,2017-11-27,Dave,Warehouse stock discrepancy at seller,resolved
ff3f2d5b004f8051849318f201add7c9,2018-04-07,Brian,No root cause identified - isolated incident,resolved
b02983703060845dbc7fe979ceaf2c3b,2017-04-05,Kayla,Warehouse stock discrepancy at seller,resolved
b157fc555fff3a1fbb596921333cff16,2017-12-19,David,Weather-related transit delay,resolved
0218bc1c672e0e92f10a6633ca1cc461,2018-03-16,John,Weather-related transit delay,resolved
21986117cfddd42a35f894deadbe2f95,2017-05-25,Peter,Weather-related transit delay,escalated_to_seller
2c19f031e843a243a60bdff55edc668e,2018-03-30,Monica,Carrier delay - regional logistics disruption,resolved
59a6a4f84e0e583a39c2f395343d27af,2018-03-09,Christopher,Warehouse stock discrepancy at seller,unresolved
88879beae0f0296595d49325ad667489,2017-06-19,Shane,Customs/regional holiday delay,resolved
e6152cd6ca627fc4f0f5deddea24f7c2,2017-12-11,Andrea,No root cause identified - isolated incident,unresolved
9ce8bab700f7de85a07a9ee7d4e18ea3,2018-08-06,Nicole,Carrier delay - regional logistics disruption,unresolved
e8ef78a9ce417db856269e84091403f2,2018-05-29,Lori,Customs/regional holiday delay,resolved
fab137488ea6654792ec4cac3000cee8,2018-08-19,Michelle,Weather-related transit delay,resolved
a214ab5dc32ac17a484d2e0f95f8c90b,2018-08-21,Joshua,Warehouse stock discrepancy at seller,resolved
e744792a1abc89d92d36e086697eaf97,2017-03-28,Robert,Seller shipped late (missed shipping_limit_date),resolved
5d6e9993ecc20a59e637ce711858d081,2017-02-06,Michael,Weather-related transit delay,resolved
0a098ea7aca0cfbc728417697c86e807,2018-03-16,Nicole,Carrier delay - regional logistics disruption,resolved
e192b63496e874f9ec02a62d97ac23be,2018-03-23,Susan,Weather-related transit delay,escalated_to_seller
70a8d39e13049156f1ac16e59a18bf37,2018-01-31,Edward,Address/zip code issue caused redelivery,resolved
d1594d3b636b86cf4ce22e2ca650a55c,2018-05-17,Gregory,Address/zip code issue caused redelivery,resolved
e641c4c52bd0059576b2ed7d7acc2feb,2017-12-14,Jesse,Carrier delay - regional logistics disruption,resolved
057e837e50171189a915cb17d4621e9f,2017-09-11,Jesus,Address/zip code issue caused redelivery,escalated_to_seller
ebb0572173c1ff1b9b126bf4d2ed9114,2018-03-17,Todd,Carrier delay - regional logistics disruption,resolved
8d71c4f38d584ca7e192f7e02dd592f1,2018-08-27,Brianna,Carrier delay - regional logistics disruption,resolved
565a7bc14e1f825b163c6a51d74f4206,2018-08-27,Jose,Seller shipped late (missed shipping_limit_date),resolved
5c7fb4191236c0b1404e9e97af9691c9,2017-10-21,Adam,Seller shipped late (missed shipping_limit_date),escalated_to_seller
5a8a4dc28b16fb90469ad749f9535773,2018-03-25,Robert,Address/zip code issue caused redelivery,resolved
f12da93bfc1ee01030cea1345a142abb,2017-11-27,Mike,Warehouse stock discrepancy at seller,escalated_to_seller
200cb3a47d4f37e4c7a76abf51fd7ef1,2017-09-05,Ashley,Seller shipped late (missed shipping_limit_date),resolved
ed6276997e362e1ac151005a739fd684,2018-02-05,Stephanie,Customs/regional holiday delay,resolved
937eff3061f712451d82303708399122,2018-03-07,Hannah,Seller shipped late (missed shipping_limit_date),escalated_to_seller
b1f9095a10dfd9fcf032d74f71348e44,2018-05-22,Zachary,Seller shipped late (missed shipping_limit_date),resolved
a027b795d174ac4c8c7fd853838b5744,2018-01-05,Christina,Seller shipped late (missed shipping_limit_date),escalated_to_seller
d9bc6265a0fd5fd74e4c1db0ee72d753,2017-07-18,Erica,Weather-related transit delay,resolved
28bbae6599b09d39ca406b747b6632b1,2017-12-15,Brian,Customs/regional holiday delay,escalated_to_seller
643e340c6c562d108526c36d5a94c027,2017-12-20,Rachel,Weather-related transit delay,resolved
2301c13c9dc02b9c8d61919206e15e1c,2017-07-11,Kimberly,Seller shipped late (missed shipping_limit_date),resolved
93aa3771306828f17309cce989a90e5f,2018-03-16,Nancy,Seller shipped late (missed shipping_limit_date),unresolved
c429654419aacfe84ec52dd4c45f064d,2018-06-07,Lauren,Carrier delay - regional logistics disruption,resolved
3a02f2abd527b2a2b0504aa48bc1b7c2,2018-03-04,Philip,No root cause identified - isolated incident,resolved
262ba6c85fd3c9c589bac6fa7d113cca,2018-03-18,Raymond,Customs/regional holiday delay,resolved
8256266a3e79c5c11593977b92fe7b1a,2018-01-26,Dale,Carrier delay - regional logistics disruption,resolved
bf6ae1909b2e970bb1c4f1119b324b64,2018-02-14,Cynthia,Carrier delay - regional logistics disruption,resolved
cfbf015b7e4efd77c1a2ee7e337aea60,2017-11-25,Bryan,Carrier delay - regional logistics disruption,unresolved
24bb40ee9b9b6fc1cf2392a93aff4f6e,2018-07-22,Carlos,Customs/regional holiday delay,resolved
4f88a7f264d48920c4f0762d160212ca,2018-08-16,Jason,No root cause identified - isolated incident,escalated_to_seller
51e3f832063f79a142e48f488f4e880b,2017-11-30,Francis,Carrier delay - regional logistics disruption,escalated_to_seller
aa2e81559d88cca16ac122e7627078c8,2017-04-07,Matthew,Address/zip code issue caused redelivery,unresolved
c1efc16c61c46cc2eff17d0ea6202aaf,2017-12-03,Brian,Seller shipped late (missed shipping_limit_date),resolved
6a8068cb2233e4e303e48efa7628d7ce,2018-03-11,Aaron,Weather-related transit delay,escalated_to_seller
167d05678f810589a854d30460ae62f0,2018-02-08,Edward,Weather-related transit delay,escalated_to_seller
faa3c806c150cf6f037882a8c4db259d,2017-12-06,Craig,No root cause identified - isolated incident,escalated_to_seller
0c5f4de2e1c08a6da891feaafcf35d1e,2018-05-15,Michael,Customs/regional holiday delay,resolved
e9f3aab944b658f5f0b241fca193f3b6,2018-04-10,Anthony,Carrier delay - regional logistics disruption,resolved
83278a865f8f9c152f76597d22446aa2,2017-08-30,Nancy,Seller shipped late (missed shipping_limit_date),resolved
eb54c63c566516c6052fa30db3558c17,2018-03-27,Christina,Address/zip code issue caused redelivery,resolved
9dec900f8c20ecbaefa8e27242060a67,2018-03-13,Edgar,Address/zip code issue caused redelivery,unresolved
faf18cecda32bcf685059fb419574421,2018-02-19,Johnny,Address/zip code issue caused redelivery,resolved
20ece825fd1a3714c240d58a96df35ea,2018-01-01,Michael,Address/zip code issue caused redelivery,resolved
bfe378d529206e45ce2ae4095aba264b,2018-02-23,Michael,No root cause identified - isolated incident,resolved
2dee1b58f6f3c724427ad545adf6d5e4,2018-03-20,David,No root cause identified - isolated incident,resolved
02a0f7101947ebb4e6d2ec4c1c929bbb,2017-12-22,Melinda,Customs/regional holiday delay,escalated_to_seller
d6235477014458ade86158040370fca8,2018-03-20,Victoria,No root cause identified - isolated incident,resolved
cb599c234fc71be7c137179b6d473a30,2018-02-17,Steven,No root cause identified - isolated incident,escalated_to_seller
97b22dcad89f4916db427544e655d1b2,2017-05-24,Timothy,Customs/regional holiday delay,resolved
6bc3c767bc73e1e4e1ba0670c3d90397,2018-03-03,Christopher,No root cause identified - isolated incident,resolved
b57278e94a17f53f5a91bb0aab49c397,2017-03-01,Curtis,Warehouse stock discrepancy at seller,resolved
b3514348dbf9b6aa45556bb03f2728a9,2018-04-20,Matthew,No root cause identified - isolated incident,resolved
dd013805a824a02edd2301fd442a1c1b,2017-12-20,Joseph,Address/zip code issue caused redelivery,unresolved
abfacef50a27d7cea3f2c7aa60c08245,2017-10-06,Maria,Warehouse stock discrepancy at seller,resolved
1439b7c45e6b3497e1d86582382ec326,2018-03-16,Evan,No root cause identified - isolated incident,resolved
54a8822ca8bfc9d79e1154a2e20221e0,2017-12-08,Andrew,Customs/regional holiday delay,resolved
edc39c747837ab7258f382372e798824,2018-03-23,Stephanie,Carrier delay - regional logistics disruption,escalated_to_seller
41277f3a6a9033447c24bd3e1ff04c86,2017-08-06,Allison,Warehouse stock discrepancy at seller,resolved
6ea2f835b4556291ffdc53fa0b3b95e8,2017-12-04,Dwayne,Customs/regional holiday delay,resolved
23fd789ce06f3c54f212b3b9d358579f,2018-03-08,Amy,Address/zip code issue caused redelivery,unresolved
0a472c47d928bf4cd8b6a7a30345eeb7,2018-09-06,Anthony,Seller shipped late (missed shipping_limit_date),resolved
db22f279752a5ef41428982b9a7ba8c3,2017-12-08,Allison,Customs/regional holiday delay,escalated_to_seller
a4765431be6613d760a9cf57da14b9ce,2017-11-06,Tiffany,Seller shipped late (missed shipping_limit_date),resolved
21403027f4ab40334345e1c8626a6a3c,2017-12-13,Michelle,Customs/regional holiday delay,unresolved
f747f82cd6f4094876b1df81c7a50145,2017-03-06,Heather,Weather-related transit delay,unresolved
e3f2faf5604308ede614257aeb86ccf8,2018-05-24,Jose,No root cause identified - isolated incident,resolved
e5476d1c0a9bcc909b2f4bc24559bdde,2017-02-27,Michael,Address/zip code issue caused redelivery,unresolved
5dc70acab84ac4fd4ffb73d38c63cc94,2018-03-17,Gary,Address/zip code issue caused redelivery,resolved
01bc343311e5b8090b64d6ab287a5cf0,2018-03-07,Kelsey,Seller shipped late (missed shipping_limit_date),escalated_to_seller
aaa4688b6d2e4d20b2ffc6d97723ea63,2018-03-14,Amanda,Seller shipped late (missed shipping_limit_date),resolved
14476cba4d3587039214504002fd09ab,2017-11-07,Kimberly,Seller shipped late (missed shipping_limit_date),resolved
1436cba3294812a22fe0868db7581b68,2018-01-04,Mark,Seller shipped late (missed shipping_limit_date),resolved
60f0f4f310904e1d0c7d41224fcb45d6,2017-08-09,Jeffrey,Customs/regional holiday delay,resolved
2974064c396f0496d1eba4b3c49cd772,2017-09-24,Lisa,Warehouse stock discrepancy at seller,unresolved
c344fe0fa6569ff29fb0c6b832ef199c,2017-12-09,Traci,Weather-related transit delay,resolved
119d388c6a2ceb03620dcd86c45f65a5,2017-12-10,Melissa,Customs/regional holiday delay,resolved
a757a56d0e861a38647169019a35ef8d,2017-11-28,Linda,Carrier delay - regional logistics disruption,escalated_to_seller
450cb96c63e1e5b49d34f223f67976d2,2018-06-02,Loretta,No root cause identified - isolated incident,escalated_to_seller
66b7aa4a53c5c138ffe0aa7ac74dbea1,2017-11-11,Jodi,Carrier delay - regional logistics disruption,resolved
5cf1acf2432e3672334e331caf413208,2018-02-28,Jeremy,Carrier delay - regional logistics disruption,resolved
c0341f028a07cb3196e3bf4e850066bb,2017-04-03,Zachary,Warehouse stock discrepancy at seller,unresolved
a8bbfc92aa07f8d418960d1afcaad4c2,2018-05-28,Michael,Carrier delay - regional logistics disruption,resolved
0bafeaa6d78ca1e9b198fe9a6d645306,2018-05-07,Anthony,No root cause identified - isolated incident,resolved
bcbca462c055855afe0cb0df7b6a09f9,2018-03-31,Anthony,Warehouse stock discrepancy at seller,resolved
07220c39eb26068368e675009154d635,2018-03-23,Joshua,Carrier delay - regional logistics disruption,unresolved
2af73a7fe3cf7bb2902df1ea4e5d7fad,2018-03-24,Jonathon,Address/zip code issue caused redelivery,resolved
b239d7a386db8ffed15c72578e9d3cac,2017-08-24,Heather,Address/zip code issue caused redelivery,resolved
be754126110440ba89a5456475333453,2018-03-11,Sue,Carrier delay - regional logistics disruption,resolved
a10ad0776eab0418fa809d168e1dbb8c,2018-03-12,Seth,Carrier delay - regional logistics disruption,unresolved
84aa61a900410cfe26b57337d376a1ae,2018-09-10,Sharon,Seller shipped late (missed shipping_limit_date),resolved
a340559e00903f5d714ce736af183cbd,2018-04-12,Vanessa,Customs/regional holiday delay,resolved
70e1e65e23050b71f1357ebf72506b73,2018-01-31,Stephanie,Warehouse stock discrepancy at seller,resolved
0fc2805c054f060f9b7db454927b5024,2018-02-19,Michael,Seller shipped late (missed shipping_limit_date),resolved
98cdb0b0199939368746cb2beba58efe,2018-02-10,Jeffrey,Warehouse stock discrepancy at seller,escalated_to_seller
a799d21b017742b6c8cac13998fd6ee2,2018-02-09,Jeremy,Customs/regional holiday delay,resolved
12665915ce815ae60a756854e522fddf,2018-03-24,James,Weather-related transit delay,unresolved
e55fa3385fa77f6be6a0041c5daf2fb6,2018-08-10,James,Weather-related transit delay,unresolved
56fd7f1e63ea8177e02f64f5077ee7f3,2017-02-19,Claire,Weather-related transit delay,resolved
da0686c22c00de36d95422798bdd9cde,2017-12-28,Rachel,Weather-related transit delay,resolved
c83bfcbbc1e49ea80f7a77732efa3d48,2018-07-15,Mary,Address/zip code issue caused redelivery,resolved
b7f8b0ec8242c32730504ca558390211,2018-03-20,Timothy,Carrier delay - regional logistics disruption,resolved
3a77992e9af4cff3d2b7bffa8f0597bd,2018-03-07,Denise,Address/zip code issue caused redelivery,escalated_to_seller
53ec6e6945a5e805d1d8a58329b8e693,2018-03-10,Lauren,Carrier delay - regional logistics disruption,resolved
fe5fbb5c1e50e83aa30c02b68ff9faef,2018-04-22,Christopher,Seller shipped late (missed shipping_limit_date),escalated_to_seller
c1812e7a79c6b129af4128c0474ea917,2018-03-25,Donna,Seller shipped late (missed shipping_limit_date),resolved
12581c5de9b60bf327002c906dd03e17,2018-06-08,Renee,Seller shipped late (missed shipping_limit_date),escalated_to_seller
94e99970c46ac11ef94327aa996b30de,2017-10-11,Kimberly,No root cause identified - isolated incident,resolved
7c086fb9c0a3c91487ff8c4395bd64b6,2018-04-05,Karen,Warehouse stock discrepancy at seller,resolved
4ef685e6dcade551ce14cb3783ca664d,2018-02-11,Timothy,No root cause identified - isolated incident,resolved
528588e5accc2b1c808576e68fd1d46c,2017-12-03,Gregory,Carrier delay - regional logistics disruption,resolved
ecf9330db0f11c5086969ed6c7468d4a,2018-03-24,Kristina,Seller shipped late (missed shipping_limit_date),escalated_to_seller
0c7e21efc59802d22c10a8fd7d3501ab,2018-08-23,Marvin,Warehouse stock discrepancy at seller,unresolved
7311b63eb976756358a62bb49eac4c30,2017-12-10,Lauren,Weather-related transit delay,unresolved
21dfb91aa3e9fa351ae6f12da1c53fb9,2017-02-14,Teresa,Seller shipped late (missed shipping_limit_date),resolved
73f41c25f81a3fc68fefa0cdb0c73d97,2018-03-31,Randy,Seller shipped late (missed shipping_limit_date),unresolved
18e3a35aeb0cef53ac06a61f65c1f76b,2018-02-23,Richard,Carrier delay - regional logistics disruption,resolved
24226bb79f1be40c60396cd457ada96e,2018-06-06,Stacey,Customs/regional holiday delay,resolved
8206925809548e33715f60acff73aff8,2018-03-11,Jenny,Seller shipped late (missed shipping_limit_date),resolved
af6a9f579c74afeefcd5f32733c11a32,2018-04-12,George,Address/zip code issue caused redelivery,resolved
cecff548587c9609f2223971989c94c0,2018-04-09,David,Weather-related transit delay,escalated_to_seller
6cd6b68f7a9798a25f718d069608419f,2017-12-08,Edward,Weather-related transit delay,unresolved
23847650c6dde17cb17a2b180af209bd,2017-11-28,Rebecca,Weather-related transit delay,resolved
a6048ee9317b5bf604ae61505227e407,2018-04-07,Lindsay,Customs/regional holiday delay,unresolved
afbe79b5d924f62c10998a3c046ba7a7,2018-05-26,Dustin,No root cause identified - isolated incident,escalated_to_seller
688fb7e7c929bfa4711317fb51d8820c,2018-03-18,Margaret,Warehouse stock discrepancy at seller,resolved
51520d3bdef580c2ffd3b8fea209172a,2018-08-12,Tina,Customs/regional holiday delay,unresolved
60f57fe756bf90250589634133afea3a,2018-02-26,Diane,Customs/regional holiday delay,resolved
9bd01f4522f8744273b5261450ee0c5e,2017-11-18,Michael,Seller shipped late (missed shipping_limit_date),resolved
63b6bb683b45ebaf42d0979fae65ad35,2018-02-24,Amy,Carrier delay - regional logistics disruption,unresolved
793d395a896de12a846ed4f345bce550,2017-09-30,David,Weather-related transit delay,resolved
5627a31940ca40213ead4a6a71e7b386,2018-05-29,Alexis,Customs/regional holiday delay,unresolved
fd7ad9fe2a5c9cf444bd25691f4900d9,2018-08-17,Tara,Warehouse stock discrepancy at seller,resolved
a2dd87f10cd0b3cdb73c6ba52e333250,2017-11-05,Debra,Customs/regional holiday delay,resolved
d91340e9348bc8b0e4971c128f2c0254,2017-11-02,Alisha,Seller shipped late (missed shipping_limit_date),escalated_to_seller
580c882a5805c78546ea65ec6d3690e4,2018-02-22,Sarah,Weather-related transit delay,resolved
27a6ada08a4daaa908ef8f862441e486,2018-02-18,Ryan,Warehouse stock discrepancy at seller,escalated_to_seller
4cccc0d35e7c7a0dc766ad3c4043e33e,2018-08-20,Monica,Carrier delay - regional logistics disruption,resolved
586acfc7e057938293e006ece947648c,2018-04-24,Margaret,Customs/regional holiday delay,escalated_to_seller
c60c1ff560443153d7f50771e5fe9b92,2018-03-06,Jason,Customs/regional holiday delay,unresolved
cf34f0c3c6464f6cbca4e16b810f5553,2017-10-28,Johnathan,No root cause identified - isolated incident,resolved
8040bd2eb4b6e7cfcda94f1ccdcc703d,2017-05-23,Kelly,Customs/regional holiday delay,resolved
4992c33902c32884bbf438c7e9322703,2018-03-19,John,Seller shipped late (missed shipping_limit_date),resolved
bb5b0d8f3e9c964760c674f2aa2ae0cf,2018-03-16,Brenda,Address/zip code issue caused redelivery,resolved
c40c8f44fadbd73ec33576de59af7037,2017-03-20,Jordan,Warehouse stock discrepancy at seller,unresolved
d90d49263be4b2c4af68184313640fa6,2017-12-24,Robert,Carrier delay - regional logistics disruption,resolved
238652e39c5fdf89a8fd44776f532501,2018-08-01,David,Weather-related transit delay,resolved
22230cb95aa16cf1615db1cf10a0ea2d,2017-12-19,Renee,Carrier delay - regional logistics disruption,resolved
227e226c302f202f8fe0ac838846adf3,2017-12-27,Michael,Customs/regional holiday delay,resolved
686c0ba20be3837a5041edbc39d3f9ae,2017-03-17,Stephen,No root cause identified - isolated incident,resolved
566aa88269ebf1551f8e2da76e215e08,2018-04-24,Brandy,Weather-related transit delay,resolved
dda2dbc7b1340a2c9f8743feb8cbc432,2018-08-12,Rebecca,Seller shipped late (missed shipping_limit_date),escalated_to_seller
0b398dbb3e7c81005f3c69b01488c4c9,2017-10-11,Robert,No root cause identified - isolated incident,resolved
b30eea47fa98c4b4712937752378c0e5,2017-05-04,Samantha,Carrier delay - regional logistics disruption,resolved
56203ab8c919f019d69bac51794e296d,2017-12-17,Walter,No root cause identified - isolated incident,resolved
bdfb5638a80d0fa6ec030a921c695a5f,2018-03-12,Amanda,Address/zip code issue caused redelivery,unresolved
29c5a7f7a7e0947fa6d28f355cd28c5f,2018-05-28,Alexandra,No root cause identified - isolated incident,escalated_to_seller
555bdeeec0ae00faeb547748b9e58ec6,2017-12-03,Andrew,Address/zip code issue caused redelivery,unresolved
2474b5060c1dfacbb46002aa2563f9bc,2017-12-16,Scott,Seller shipped late (missed shipping_limit_date),unresolved
456abfc526bb8973d425ea0134a6e311,2018-05-07,Isaac,Warehouse stock discrepancy at seller,unresolved
fcafab7fc942d51e9f45bfeeb5bb684d,2017-02-04,Adam,Address/zip code issue caused redelivery,resolved
fb1eff538c7c7033fdb5a6a0a3edd456,2018-02-28,Lauren,Seller shipped late (missed shipping_limit_date),resolved
1b2fd2d45589bc249ee9ae90fdb05a6b,2018-03-14,Gerald,Seller shipped late (missed shipping_limit_date),resolved
d9d8694b11dccc4257dd55bd6744f0f1,2018-02-14,Thomas,Customs/regional holiday delay,resolved
